#{"t_start": 1764475657.267985, "env_id": "merge-v0"}
r,l,t
4.845252,6,3.951513
3.130339,4,4.108829
13.245123,15,4.666845
4.233431,5,4.863368
11.989538,14,5.311083
4.191781,5,5.49826
5.750881,7,5.762463
3.930086,5,5.944898
4.319415,5,6.146301
6.941819,8,6.460382
5.367895,6,6.674125
5.056076,6,6.896104
5.043547,6,7.182354
6.906034,8,7.467953
3.989255,5,7.643522
4.133522,5,7.837081
7.158039,9,8.216029
11.721925,16,8.884649
5.006764,6,9.110475
7.63701,9,9.577096
4.275277,5,9.746796
8.586189,10,10.230015
4.354346,5,10.424024
5.877599,7,10.745707
5.062868,6,11.003649
3.394444,4,11.191384
11.29465,15,12.151396
8.139223,9,12.663093
11.127229,14,13.264009
5.068036,6,13.500508
13.430074,15,14.09041
9.699351,12,23.64609
10.878815,14,24.212889
10.329267,13,24.730987
6.607299,8,25.095654
10.501165,12,25.582485
7.156057,8,25.88291
4.846753,6,26.158196
8.631822,10,26.612651
11.93326,15,27.188599
5.250001,6,27.463395
7.015769,8,27.80065
3.172222,4,27.958052
7.222974,9,28.318739
8.539765,10,28.760463
8.420326,11,29.214736
12.216902,17,29.901035
10.435902,12,30.457625
13.13499,16,31.288814
5.095931,6,31.592713
5.179147,6,31.921968
5.028312,6,32.244708
4.333333,5,32.514935
6.986079,8,32.904634
10.041403,12,33.469114
4.983431,6,34.159407
7.652609,9,35.570324
6.842215,8,36.057559
6.831417,8,36.588002
11.338897,13,46.834828
6.834385,8,47.141392
5.027312,6,47.36055
13.336277,16,47.995721
9.874282,11,48.386476
5.669368,7,48.663024
8.096752,9,49.002619
6.616717,8,49.30283
3.152749,4,49.471923
4.13701,5,49.689948
6.762063,8,50.029632
5.858165,7,50.291387
11.533255,15,50.902115
9.727785,11,51.327138
13.289229,15,51.929201
7.13892,8,52.273252
10.708253,12,52.780948
6.737991,8,53.138438
6.844125,8,53.47111
8.870003,11,54.164284
4.179054,5,54.357341
13.050679,15,55.055207
11.277711,15,55.608344
3.236082,4,55.785038
14.717346,17,57.499821
3.987991,5,57.724935
13.300669,15,66.867809
13.634012,16,67.517888
9.511264,12,68.005614
6.011999,7,68.274241
