#{"t_start": 1764487741.339469, "env_id": "merge-v0"}
r,l,t
13.289238,15,2.967696
3.271012,4,3.11175
12.856178,14,3.5168
3.87617,5,3.664218
4.857282,6,3.865195
5.736063,7,4.036356
10.445431,12,4.399202
5.712378,7,4.63885
4.951439,6,4.833048
5.401134,7,5.037095
7.128279,8,5.263429
6.065531,7,5.471514
8.722076,10,5.718506
5.017168,6,5.870452
6.803267,8,6.080701
4.068036,5,6.223626
10.929103,13,6.570412
5.584178,7,6.802804
4.220343,5,6.939735
7.236834,8,7.16063
8.904995,11,7.458287
9.35673,11,7.773211
5.18243,6,7.910523
11.996147,14,8.276168
6.896704,8,8.457469
5.000181,6,8.646047
6.660058,8,8.860697
14.189568,16,9.275353
11.520935,12,9.646428
5.095814,6,10.236929
9.596304,12,10.524672
7.294275,10,10.824752
4.843096,6,11.022295
11.101039,14,11.403561
14.272901,16,11.785577
8.280069,10,12.07989
3.215457,4,12.179357
8.607734,11,12.44469
13.24155,16,12.813943
3.243235,4,12.90226
4.277778,5,13.054377
13.622896,16,13.507754
11.31071,15,14.007732
13.467068,15,14.422438
3.318148,4,14.512356
10.510498,13,14.848738
8.03292,10,15.069819
3.997054,5,15.181365
5.788977,7,15.373641
8.863581,11,15.613803
8.045714,10,15.858365
5.763612,7,16.009037
6.821147,8,16.199136
4.983431,6,16.349134
8.845817,11,16.57655
11.774761,14,17.137021
3.233431,4,17.225384
5.502776,7,17.417799
4.698464,6,17.595129
7.417881,9,17.826383
6.670092,8,18.031031
11.012102,13,18.33605
8.550667,10,18.56064
6.339217,8,18.744194
4.82137,6,18.881569
10.586265,12,19.163318
6.112667,7,19.31533
9.410963,12,19.582043
7.316305,9,19.803557
7.603948,9,20.024354
6.591431,8,20.206649
14.102938,17,20.59189
5.945885,7,20.765862
9.623631,11,21.011159
5.118439,6,21.147589
10.262102,12,21.399199
5.823139,7,21.551167
11.854415,14,21.879977
6.001622,7,22.04709
11.774764,16,22.402308
6.172223,7,22.553308
6.211185,7,22.727525
4.123512,5,22.88816
5.238134,6,23.033209
5.773377,7,23.578655
9.458049,11,24.085608
13.300671,15,24.634614
12.602661,15,25.124271
6.003574,7,25.326233
5.205654,6,25.531973
5.854411,7,25.767026
12.538,15,26.254005
6.841161,8,26.508062
12.826834,15,26.974106
13.789562,15,27.436574
6.903277,8,27.643342
7.044946,8,27.861095
4.902308,6,28.025031
10.233172,13,28.397729
7.111119,8,28.686357
8.213147,10,28.975099
5.844242,7,29.164267
6.691085,8,29.376989
4.164166,5,29.521165
10.000408,12,29.876524
11.676178,15,30.30693
4.3085,5,30.427258
4.12453,5,30.541576
5.85861,7,30.71634
6.914788,8,30.929368
3.370605,4,31.019284
12.151658,14,31.739479
13.874518,16,32.314735
11.749703,16,32.81279
10.523926,14,33.157445
13.706229,15,33.534052
4.251897,5,33.697189
8.181154,10,33.949084
11.313765,14,34.304034
13.333345,15,34.654069
11.941929,14,35.052155
11.607981,13,35.421659
6.9956,8,35.629786
12.780664,15,36.053763
8.456973,10,36.327847
11.578372,16,36.71895
14.106234,16,37.115232
13.465344,17,37.52404
6.833369,8,37.701479
11.102061,15,38.124485
11.112097,13,38.791872
6.109568,7,38.983788
