#{"t_start": 1764487741.0131414, "env_id": "merge-v0"}
r,l,t
5.123592,6,2.996995
8.832434,11,3.371486
5.436947,7,3.592405
4.319415,5,3.734134
5.944453,7,3.916811
11.25782,12,4.29728
3.996641,5,4.397771
6.251555,7,4.626595
9.429744,11,5.003586
8.071277,10,5.292244
10.528764,12,5.656094
6.736411,8,5.870312
6.098031,7,6.049008
11.903064,14,6.404232
5.095734,6,6.574729
5.868433,7,6.76397
4.148188,5,6.892915
7.627273,9,7.189096
10.937181,14,7.560083
4.160729,5,7.684959
4.999499,6,7.868844
6.98939,8,8.096915
9.127263,11,8.374295
11.588866,15,8.727641
7.211613,8,8.984247
6.0585,7,9.17048
8.447875,10,9.424536
12.484669,15,9.811776
4.929147,6,10.082067
3.354346,4,10.563892
4.208304,5,10.672014
5.979535,7,10.843088
6.060659,7,11.051422
10.111121,12,11.454447
5.36593,7,11.625954
5.06232,6,11.773991
10.529096,12,12.051469
7.24125,9,12.329245
7.104359,8,12.525605
8.943375,10,12.762714
6.849812,8,12.947146
3.949621,5,13.081201
13.669944,17,13.490469
5.861648,7,13.661425
7.987783,9,14.009501
4.889426,6,14.187018
6.791483,8,14.448592
11.333333,12,14.767471
12.344793,14,15.116479
9.051038,11,15.375334
4.108165,5,15.483004
6.684192,8,15.701557
11.328065,12,15.963592
5.189745,6,16.115146
8.515794,10,16.331
12.827496,16,16.713826
6.975662,8,16.881036
3.181278,4,16.959074
11.294705,15,17.55299
4.118439,5,17.690018
11.685339,15,18.096683
12.164746,16,18.495813
8.524418,10,18.726481
9.207318,12,19.0028
6.238963,7,19.164751
12.745122,14,19.483606
8.131841,10,19.70799
13.086277,16,20.079504
6.043995,7,20.236774
9.180305,11,20.513584
8.016983,10,20.726147
11.888592,16,21.110633
3.164788,4,21.198158
7.459595,9,21.40555
7.476892,9,21.595876
10.206594,12,21.856411
3.26386,4,21.948353
6.62694,8,22.134983
5.958285,7,22.296939
9.892019,12,22.573622
12.723552,15,22.898778
5.959141,7,23.071197
3.140786,4,23.203351
5.040258,6,23.359153
6.511977,8,23.95613
14.134012,16,24.668596
6.273821,8,24.936949
11.805821,15,25.420288
14.067063,16,25.908723
4.126091,5,26.086042
10.678448,13,26.520624
4.900791,6,26.700604
9.354085,11,27.045066
6.711157,9,27.324034
5.994518,7,27.556331
5.930526,7,27.769938
12.384998,15,28.157557
13.233683,15,28.575979
4.984703,6,28.771905
7.36173,9,29.060552
4.12232,5,29.211074
8.913043,11,29.50989
9.636313,11,29.821111
12.854612,15,30.261933
8.659599,10,30.557355
11.251033,13,30.864535
7.605187,9,31.100532
13.624518,16,31.509459
6.941516,8,32.071847
11.079702,14,32.568239
3.88596,5,32.74287
3.303676,4,32.88081
12.474512,14,33.263837
11.923398,14,33.61826
11.435672,15,34.024182
4.191943,5,34.146324
7.607276,9,34.383357
5.961589,7,34.555337
8.834331,11,34.819979
9.457852,11,35.113713
5.716757,7,35.295729
4.148861,5,35.435549
14.41179,17,35.907238
6.053676,7,36.07449
7.229618,8,36.331012
11.106159,16,36.758622
7.95228,10,37.00499
12.994799,15,37.368713
6.967798,8,37.546491
9.968274,13,37.879469
6.791325,8,38.04896
4.068148,5,38.189474
4.973064,6,38.380615
7.731525,9,38.6347
10.76276,12,39.249132
13.308499,16,39.728972
6.993709,8,39.953705
9.529828,13,40.368191
12.46695,17,40.782893
13.28923,15,41.20825
7.523648,10,41.438526
3.277778,4,41.534583
8.01455,9,41.785166
10.801037,13,42.078011
8.51902,10,42.324279
8.771075,11,42.615692
11.212791,15,42.997689
4.114532,5,43.129281
7.813642,10,43.384275
10.004197,13,43.701631
11.039561,13,44.018014
4.730646,6,44.175975
4.070546,5,44.291014
8.062586,9,44.499839
10.956889,13,44.845033
4.106007,5,44.971071
11.084321,13,45.311414
13.235628,15,45.698721
11.748262,15,46.386215
10.71404,14,46.821558
7.476229,9,47.068026
6.874452,8,47.265795
12.502942,14,47.609627
11.548946,14,47.937455
13.13239,15,48.33103
7.560411,9,48.582379
6.013746,7,48.75454
11.812843,15,49.123223
12.559965,15,49.50099
8.484238,10,49.736362
12.023887,14,50.093977
13.912717,17,50.531572
8.421781,10,50.767644
6.00371,7,50.946021
12.52194,16,51.348813
13.33763,16,51.717645
10.225352,12,52.00899
10.939943,13,52.314042
14.550679,17,52.97396
