#{"t_start": 1765410984.447017, "env_id": "None"}
r,l,t
-5.623537,4,3.458424
-5.250954,3,3.492596
-5.229315,3,3.525065
-5.640805,8,3.599486
-5.409963,4,3.632017
-5.297768,3,3.659586
-5.596129,7,3.716637
-5.945164,11,3.790452
-10.411807,6,3.835889
-5.166077,3,3.858698
-5.605426,9,3.931278
-5.382402,4,3.960225
-5.128193,3,3.984493
-5.134814,2,4.000927
-5.118938,3,4.027889
-5.130779,2,4.053584
-5.298656,2,4.070074
-5.352577,5,4.118423
-5.749252,7,4.172158
-5.491584,5,4.204496
-5.478625,3,4.223878
-5.184554,3,4.244555
-5.521124,4,4.278168
-5.525731,8,4.3339
-5.773848,7,4.378983
-5.486641,5,4.409804
-5.283684,2,4.425326
-5.310228,2,4.441284
-5.374333,5,4.474928
-5.259298,3,4.494164
-5.202782,4,4.522867
-5.815562,10,4.595762
-5.685562,5,4.634567
-5.164297,2,4.650159
-5.695851,5,4.690326
-5.205444,4,4.724404
-5.297878,2,4.744544
-5.321523,2,4.762311
-5.510077,6,4.811565
0.514713,8,4.871973
-5.477363,4,4.89922
-5.45498,9,4.959156
-0.917402,14,5.058095
-2.26926,5,5.095207
-5.294505,5,5.127904
-5.284119,3,5.143821
-5.130779,2,5.159844
-5.464567,4,5.185264
-5.655376,6,5.229487
-5.12355,2,5.245375
-5.313503,2,5.260421
-5.454545,3,5.283223
-5.24201,3,5.305018
-5.563065,6,5.349823
-5.622433,4,5.379189
-6.026232,9,5.744914
-5.266811,3,5.765506
-1.581472,14,5.859004
-5.452393,7,5.903436
-2.174489,4,5.931587
-5.211536,4,5.95718
-5.193246,4,5.981198
-5.468483,8,6.031689
-5.754823,11,6.106956
-5.632263,7,6.154435
-5.605532,5,6.188148
-5.695134,5,6.219514
-5.130779,2,6.234405
-5.755047,7,6.277616
-5.477332,5,6.30699
-5.665152,5,6.343249
-5.2916,2,6.354665
-5.592327,7,6.399083
-5.707294,9,6.45491
-5.769601,5,6.484612
-5.958718,10,6.550317
-5.12665,2,6.565397
-5.585425,4,6.589478
-5.612856,4,6.613705
-5.309514,2,6.628508
-5.292232,2,6.643733
-5.437684,7,6.685911
-5.228363,3,6.699473
-10.282932,3,6.7205
-5.371031,4,6.746531
-5.617067,5,6.781554
-5.199789,3,6.803726
-5.788925,8,6.856445
-5.175995,4,6.880856
-5.328937,2,6.896348
