#{"t_start": 1765410984.410605, "env_id": "None"}
r,l,t
-5.387759,5,3.503629
-5.324272,2,3.530172
-5.560996,6,3.589912
-5.48109,5,3.633192
-5.18941,2,3.649505
-5.466342,3,3.677763
-5.277676,3,3.703408
-5.327795,2,3.720894
-5.344915,4,3.751868
-5.9205,11,3.826865
-5.517663,6,3.871916
-5.398301,3,3.895983
-5.294938,2,3.912735
-5.326208,2,3.92951
-5.428419,4,3.959627
-5.328706,2,3.975578
-5.344414,3,3.995316
-10.345032,4,4.029742
-5.199579,2,4.044555
-5.12608,2,4.064888
-5.639918,5,4.119738
-5.509302,7,4.175977
-5.580396,4,4.209072
-5.479173,4,4.234234
-5.458087,5,4.266642
-5.491466,3,4.289641
-5.753707,7,4.341982
-5.205312,2,4.354912
-5.55007,5,4.389717
-5.30918,2,4.403724
-5.130779,2,4.415747
-5.266628,3,4.433356
-5.586406,6,4.47639
-5.547816,4,4.503993
-2.102967,3,4.522958
-5.319566,2,4.53814
-5.383677,6,4.581299
-5.142681,3,4.60251
-5.130779,2,4.616514
-5.379771,4,4.645479
-2.493785,10,4.726774
-5.361368,5,4.770842
-5.442227,8,4.84163
-5.600393,4,4.870958
-5.130326,2,4.8867
-5.295492,2,4.902069
-5.254351,3,4.922117
-5.176024,3,4.941975
-5.335549,4,4.967838
-5.355479,8,5.025436
-5.476012,8,5.082057
-2.1796,4,5.109305
-5.779387,7,5.156503
-5.386092,5,5.188886
-5.466799,3,5.212663
-6.3374,9,5.273173
-5.766602,6,5.318395
-5.422295,5,5.357135
-5.447204,4,5.385722
-5.30946,5,5.727053
-5.290243,3,5.747728
-6.012118,10,5.815779
-5.658416,5,5.849029
-5.431249,3,5.866206
-5.470927,3,5.888208
-5.823411,7,5.931651
-5.383541,5,5.967464
-5.2941,2,5.982703
-5.425463,4,6.003556
-0.718782,14,6.090827
-5.935239,9,6.154402
-5.234703,5,6.190794
-5.457627,3,6.209611
-5.303507,2,6.22449
1.756538,14,6.312363
-5.424686,3,6.330962
-5.175803,3,6.34961
-5.302001,2,6.365046
-5.641306,6,6.403923
0.641498,9,6.461473
-5.287201,5,6.488902
-2.437803,7,6.535371
-5.294093,3,6.556687
-5.123288,2,6.567712
-5.474425,4,6.592748
-5.15918,3,6.611326
-5.309979,2,6.625658
-5.683277,5,6.657575
-5.291311,3,6.679006
-5.47042,3,6.69902
-5.453672,4,6.724509
-5.337887,4,6.742153
-1.350838,14,6.840166
-5.321694,3,6.859942
-5.317068,2,6.872855
-5.615852,8,6.923303
-5.631334,6,6.965556
