#{"t_start": 1765345706.7046485, "env_id": "merge-v0"}
r,l,t
5.297007,6,1.990953
5.874769,7,2.179132
12.634012,14,2.501768
5.187123,6,2.638701
9.299629,11,2.938488
7.289023,9,3.144947
12.494727,17,3.528503
6.734881,8,3.699081
4.821773,6,3.828856
13.354287,15,4.260772
13.055947,14,4.53429
7.623161,9,4.709937
13.550679,16,5.103431
7.941473,9,5.366013
4.117875,5,5.501395
5.041197,6,5.618255
3.215457,4,5.695579
8.423268,10,5.891087
11.885875,16,6.209896
6.114056,7,6.390307
13.050679,15,6.772485
3.333333,4,6.868053
6.756764,8,7.07853
3.243235,4,7.169304
6.848405,8,7.351022
5.826734,7,7.499723
12.384012,14,7.809045
10.541634,12,8.167269
5.975643,7,8.310247
8.528779,11,8.562689
4.055888,5,8.677485
7.5203,9,8.915851
5.872485,7,9.083374
4.152749,5,9.205781
7.429236,9,9.402093
6.158327,7,9.56023
10.106593,12,9.847536
6.494521,8,10.020997
8.549645,10,10.238443
8.029733,9,10.436761
14.113117,16,10.789381
7.852386,10,11.067603
3.311111,4,11.181288
7.719072,9,11.43619
5.10861,6,11.577142
10.759893,13,11.856115
8.847708,11,12.089561
5.040258,6,12.222195
3.172222,4,12.310752
10.667653,12,12.589672
13.558499,16,12.967913
4.009678,5,13.067303
5.577033,7,13.216499
3.104346,4,13.310009
7.316801,9,13.514876
6.164735,8,13.725087
4.229049,5,13.834562
9.225389,11,14.191369
14.327592,17,14.558561
10.319297,12,14.832586
13.463772,16,15.213118
5.164787,6,15.35206
5.013647,6,15.487028
13.167001,15,15.826677
13.141555,16,16.160606
7.075757,9,16.375322
3.234815,4,16.461246
5.095814,6,16.607724
4.806722,6,16.779966
4.989387,6,17.122498
6.986913,8,17.288113
5.827407,7,17.453171
11.999426,16,17.820672
13.418625,15,18.279048
9.33083,11,18.578188
6.728031,8,18.8138
9.116755,11,19.166198
9.657943,12,19.537128
7.488376,9,19.802032
11.061155,13,20.232185
3.251897,4,20.376801
7.156057,8,21.339017
3.994103,5,21.538573
8.3826,11,21.934261
6.710932,8,22.261679
6.986858,8,22.674769
12.922266,15,23.449389
9.838897,11,23.988183
7.41074,9,24.524233
13.577496,17,25.493139
13.833343,15,26.245702
11.369378,14,26.916583
11.597587,14,27.615173
13.361113,15,30.123646
6.963715,8,30.355385
12.844782,14,30.756766
8.479513,10,31.011207
11.889008,15,31.37612
11.789675,14,31.843494
6.511216,8,32.104732
10.080911,14,32.521402
11.412507,16,33.040392
12.301393,15,33.503407
10.986079,13,34.143286
13.41018,16,34.661284
14.3334,16,35.113491
4.080394,5,35.241145
6.878063,9,35.528301
14.91179,17,36.040427
11.820825,16,36.510709
14.64118,17,37.080503
4.002749,5,37.265961
10.179275,14,37.680791
4.173385,5,37.812108
11.666172,14,38.317961
3.283333,4,38.420409
9.097727,12,38.71519
13.699106,16,39.046816
5.774197,7,39.188052
15.106234,17,39.519861
11.675912,14,39.801062
12.041148,16,40.127893
3.984238,5,40.231099
11.301037,14,40.587211
10.665393,13,41.040076
14.029792,16,41.493121
12.196366,16,41.921854
13.842839,15,42.255494
15.106234,17,42.709819
12.418596,16,43.118062
14.634012,17,43.493398
11.591218,14,43.799701
12.16203,16,44.173517
12.022864,16,44.490557
13.095827,16,44.844047
14.454005,16,45.214281
15.106234,17,45.632674
11.913375,16,45.98546
14.845118,17,46.33179
12.104327,15,46.643739
6.618286,8,46.828129
13.141308,16,47.208725
11.225962,14,47.501836
12.05781,16,47.90238
12.615773,15,48.221594
14.634012,17,48.575986
13.947722,17,48.974281
5.771541,7,49.132982
12.743513,15,49.460354
13.708555,16,49.907192
13.918633,16,50.302808
