#{"t_start": 1765355084.724812, "env_id": "highway-v0"}
r,l,t
10.047353,12,4.661417
1.839988,3,5.183974
22.203408,28,10.018713
8.12658,10,11.733635
3.866222,6,12.754728
23.596026,31,18.097951
4.039209,5,18.96125
2.68535,4,19.648677
16.057207,20,23.079521
28.845415,40,29.901837
28.283901,35,35.861434
11.690163,16,38.616
12.846171,17,41.505929
15.278738,18,44.548598
28.078755,37,51.024484
4.260703,6,52.058475
0.910548,2,52.382602
3.885622,6,53.397217
18.743306,25,57.672844
7.280527,10,59.42816
4.680105,6,60.473344
2.892881,5,61.34267
15.72577,17,64.261551
9.316007,14,66.663675
5.726162,7,67.872766
21.240991,29,72.883524
3.665888,5,73.754777
6.127904,8,75.144173
7.169188,9,76.674745
19.886353,25,80.987489
11.59735,16,83.709164
4.647245,7,84.935193
14.415942,19,88.159146
1.888622,3,88.67374
21.015572,29,93.790297
7.145402,9,95.362415
17.552016,23,99.338818
14.660421,20,102.723988
29.014291,40,109.764735
10.824251,15,112.349068
6.602127,9,113.881579
13.431611,16,116.650844
22.413967,28,121.484993
1.489452,3,121.98967
6.998413,8,123.355176
6.886214,9,124.907156
4.239951,6,125.956287
14.992282,20,129.398601
7.664175,9,130.95349
4.74962,6,131.980129
10.040713,12,134.0477
9.685441,13,136.37909
18.566777,22,140.209002
20.124265,26,144.705279
7.726954,9,146.251946
10.23208,13,148.506311
14.402751,19,151.915682
8.225494,11,153.87209
1.97209,3,154.374899
4.065011,6,155.457838
32.634934,40,162.362875
12.749839,15,164.94748
24.453112,34,170.771742
28.815657,39,177.478008
6.931972,9,179.0314
13.681051,18,182.220821
16.257591,22,186.139983
2.662773,4,186.834263
31.294281,37,193.253533
11.520163,13,195.533305
16.193959,22,199.314618
27.026464,34,205.144733
12.646012,16,207.925103
3.516347,6,208.928661
11.222036,16,211.680858
4.575758,7,212.896056
15.281211,19,216.16703
26.573207,37,222.545203
3.026733,4,223.240726
29.61412,40,230.228802
28.155121,40,237.049574
13.658501,18,240.125108
16.784157,20,243.516424
5.351472,8,244.848895
18.689867,24,248.909756
24.130276,34,254.718407
29.464479,40,261.57292
12.017951,16,264.293846
3.679635,5,265.139731
3.331272,5,266.025229
31.110421,40,272.997771
10.414474,12,275.035108
16.548795,23,278.931482
28.512108,40,285.789875
23.021299,32,291.232832
29.203043,40,298.075244
5.648476,7,299.247467
17.578064,24,303.333271
17.769262,24,307.448803
19.972888,28,312.323899
3.244894,5,313.182148
9.155645,13,315.419286
28.249703,40,322.279979
30.348402,40,329.129525
29.859098,40,335.985425
7.859103,9,337.497884
12.245688,17,340.45035
33.278409,40,347.33162
32.171359,40,354.180145
22.18642,27,358.922711
10.435887,13,361.201492
17.595234,25,365.535519
29.005213,40,372.511104
17.903767,24,376.700582
1.194312,2,377.052515
12.31128,17,380.013234
30.121432,38,386.64872
3.976837,6,387.69345
29.178478,40,394.667024
28.570897,40,401.734324
29.468492,40,408.760366
19.052706,22,412.602865
27.999958,40,419.611433
7.358061,10,421.342341
5.64581,9,422.888577
29.732127,40,429.897537
3.995882,6,430.932843
27.680371,36,437.415494
30.617304,40,445.167125
28.065825,40,452.387416
9.22016,11,454.381482
30.766631,40,461.620898
30.063473,40,468.618126
29.248204,40,475.656509
19.375635,23,479.672197
14.221137,20,483.205346
26.679692,35,489.348699
8.019254,11,491.279599
28.998377,40,498.404454
21.371043,29,503.507236
30.933563,40,510.509543
3.727645,5,511.359862
7.492496,11,513.300506
28.671789,40,520.340156
15.7022,21,524.034871
11.490886,15,526.669826
18.194587,25,531.050888
28.070398,40,538.193741
13.525249,17,541.173014
16.797396,23,545.212949
26.370322,32,550.859278
30.194338,40,557.887406
9.881345,12,560.013348
29.399935,40,567.030973
30.329303,40,574.056087
28.328625,36,580.387318
28.951367,36,586.824891
31.067916,40,593.824594
10.947997,13,596.143652
4.759292,7,597.386648
31.091141,40,604.39663
30.795754,40,611.419316
9.326837,11,613.318158
29.801901,40,620.347229
29.893436,40,627.473369
29.002271,40,634.497519
29.490674,40,641.569423
29.550864,40,648.5965
10.746207,15,651.247343
29.115682,40,658.306049
5.88753,9,659.88035
10.84298,15,662.518678
30.059867,38,669.191856
4.26355,6,670.264368
27.911172,40,677.416536
32.285402,40,684.458319
29.091931,40,691.462616
21.902979,27,696.235648
29.003234,40,703.212037
1.382234,3,703.734961
13.947649,17,706.729999
15.504923,22,710.615907
27.694144,40,717.713423
10.333079,12,719.831109
28.783033,40,726.8219
28.114353,40,733.837699
2.595534,4,734.53859
14.972519,17,737.516513
30.005235,40,744.521982
18.394764,24,748.699445
19.907106,23,752.690346
23.479029,33,758.471343
20.209638,23,762.544461
29.333414,40,769.584786
25.661635,34,775.598685
28.138458,40,782.571373
29.11637,40,789.634086
29.57858,40,796.711911
27.883072,40,803.754565
29.202947,40,810.815957
29.294148,40,817.85319
28.871891,40,824.848416
25.12848,36,831.143297
28.047792,40,838.09535
26.303809,36,844.414613
28.827458,40,851.46344
28.405236,40,858.587932
33.280031,40,865.628441
9.014921,12,867.744108
29.271317,40,874.741546
30.906912,40,881.764133
5.796364,8,883.171634
28.757381,40,890.200557
27.360678,40,897.265906
32.375363,40,904.38105
29.471926,40,911.480839
28.024771,40,918.46923
27.51637,40,925.508474
28.690864,40,932.603671
29.070401,40,939.642646
28.315705,40,946.750451
32.817654,40,953.796409
30.57427,40,960.86418
27.560815,40,967.896836
27.983037,40,974.97197
29.005259,40,981.970392
28.693346,40,989.138583
28.271925,40,996.202059
31.654776,40,1003.310709
30.570298,40,1010.403371
28.867895,40,1017.41548
23.927399,34,1023.420213
28.760815,40,1030.514911
28.560126,40,1037.660948
29.315555,40,1044.756993
28.937904,40,1051.831884
27.827481,40,1058.906918
29.520743,34,1064.911996
29.360815,40,1071.988367
28.627481,40,1079.156056
28.160815,40,1086.251139
28.714479,40,1093.329896
11.747431,16,1096.162169
29.935187,40,1103.218697
27.827477,40,1110.283162
28.960815,40,1117.309658
28.289558,40,1124.448508
16.656636,21,1128.154941
19.475463,26,1132.722414
28.352335,37,1139.317666
29.381396,40,1146.451156
28.005255,40,1153.493853
28.069333,40,1160.539462
5.885655,8,1161.975876
29.556999,40,1169.071745
28.336678,40,1176.20424
29.02559,40,1183.286185
28.693572,40,1190.332898
28.225977,40,1197.404285
9.472448,12,1199.50692
27.005259,40,1206.591089
29.738452,40,1213.62601
30.047233,40,1220.836336
15.635411,20,1224.359931
28.64777,40,1231.530046
29.265579,40,1238.676225
28.516237,40,1245.787683
28.645901,40,1252.819171
30.311589,40,1259.915423
28.405258,40,1266.985632
29.338589,40,1273.978391
29.357381,40,1280.989643
28.00457,40,1288.444774
29.046556,40,1295.552457
28.071128,40,1302.584713
28.805198,40,1309.727695
