#{"t_start": 1765401920.1754475, "env_id": "highway-v0"}
r,l,t
13.771298,16,8.247334
29.417347,40,21.231029
5.862741,9,24.133763
28.092755,37,36.351979
4.153421,6,38.217008
9.19351,11,41.696092
1.821659,3,42.646981
12.645053,14,47.253706
5.598635,7,49.550589
4.641734,6,51.568349
14.591483,18,57.500034
11.52563,15,62.458834
22.897718,30,72.150169
9.016908,13,76.58808
8.219659,12,80.449568
27.018264,38,99.047675
16.220698,21,106.026893
27.09466,35,117.486917
6.93331,9,120.284802
1.709053,3,121.316216
4.248338,6,123.246632
3.116425,4,124.530298
1.883201,3,125.508382
12.203153,17,131.111937
9.902439,13,135.345656
5.927534,8,137.820982
21.730431,31,148.046539
19.323574,24,155.97141
19.723937,26,164.434271
5.416267,7,166.77368
3.982356,6,168.682775
30.259445,40,188.195453
18.521406,25,196.410145
4.240684,6,198.372487
5.80181,9,201.275246
15.442083,22,208.608798
2.444342,4,209.822402
14.863431,20,216.408036
3.773207,5,217.913298
5.660837,7,220.228309
10.477725,14,224.900001
5.370361,7,227.156579
29.28464,40,240.170339
3.241465,5,241.669621
4.462733,6,243.641945
7.762771,10,247.065146
14.328727,20,253.952587
7.060148,10,260.780879
4.392922,6,262.901864
10.678164,13,267.38656
30.220177,40,287.377212
2.667293,4,288.681939
29.795912,40,301.953398
4.436021,6,303.81705
30.528926,40,317.075441
21.914213,31,327.289101
31.726649,40,340.596257
7.572513,10,343.659729
21.103163,28,352.805218
6.394603,9,355.81651
30.481118,40,375.135456
12.524146,16,380.355337
18.114621,25,388.683708
5.041455,7,390.909412
4.286042,6,392.896925
13.143703,17,398.472939
8.595089,12,402.425958
2.712706,4,403.70694
23.52499,34,415.395166
10.719481,14,419.8798
1.618975,3,420.851545
30.003364,40,433.93958
6.959287,11,437.537313
11.515704,16,442.762162
30.3757,40,462.150804
16.92293,23,469.820873
30.623989,40,482.907212
14.732428,20,489.37257
23.087619,30,499.34314
30.130105,40,512.200965
12.803188,19,518.610335
9.072448,10,521.861168
30.04468,40,535.110241
4.688219,7,537.247315
13.621539,19,549.436666
15.949084,21,556.251467
22.930306,31,566.64424
29.175787,40,579.551829
31.578903,40,592.999213
4.738452,7,595.309508
7.538592,11,598.882698
4.377778,6,600.959857
29.065582,40,614.166046
28.111808,40,627.458213
4.582473,7,629.684654
29.779477,40,649.310643
30.087402,40,662.372291
16.047726,21,669.393047
15.200012,21,676.254926
4.951986,7,678.518897
30.007797,39,691.304031
14.548802,21,698.188168
31.462108,40,711.561914
12.987823,17,716.97714
17.775693,23,730.930873
8.135233,12,734.921663
2.644444,4,736.261832
5.660495,7,738.53523
10.439646,14,743.082639
6.868531,10,746.334637
31.772914,40,759.636449
14.716366,21,766.457867
10.192274,13,770.811132
28.045888,40,784.024526
19.538479,27,792.971937
29.471122,40,806.519722
28.577887,40,826.633879
29.444554,40,839.741134
30.247042,40,852.83338
27.805259,40,869.951116
30.69205,40,883.948195
30.12031,40,897.110426
30.999521,40,910.187361
1.688889,3,917.431378
16.491663,22,924.51698
28.377251,40,937.55464
29.826906,40,950.729419
27.627326,40,963.866139
29.62677,40,976.865502
20.826289,29,986.237756
28.96,40,999.249744
29.29335,40,1018.808478
4.069878,6,1020.69975
26.510471,36,1032.385497
25.136677,34,1043.490863
11.867155,16,1048.729981
29.871899,40,1061.779449
29.249574,40,1074.735391
27.487951,40,1088.240559
28.916257,40,1107.779424
29.931886,40,1120.813645
11.335728,16,1126.031872
29.759318,40,1139.309091
29.869765,40,1152.350527
29.982923,40,1165.536344
29.448164,40,1178.720661
13.530044,20,1191.437474
10.759179,16,1196.83132
28.158922,40,1209.963438
28.693459,40,1222.822842
28.937904,40,1236.009908
28.960815,40,1249.092486
29.227105,40,1262.092272
10.60376,15,1267.171863
29.804681,40,1286.251413
15.360815,23,1293.944743
29.627481,40,1307.217349
29.246304,40,1320.193657
27.694147,40,1333.275672
28.760811,40,1346.71046
28.02168,40,1359.939681
28.603344,40,1379.361593
28.916237,40,1392.531725
29.35875,40,1405.592076
28.845347,40,1418.641657
29.160795,40,1431.846231
29.338479,40,1445.15051
28.49076,40,1464.252368
18.691847,27,1477.676528
29.494148,40,1491.302332
28.849704,40,1504.401146
28.004436,40,1517.555093
29.203732,40,1530.715033
28.936675,40,1543.893205
29.094144,40,1562.938953
29.404457,40,1576.28096
29.867469,40,1589.184975
28.760814,40,1602.553264
10.605259,15,1607.271941
30.427481,40,1620.432906
29.38057,40,1633.690346
28.91637,40,1652.811278
7.470427,11,1656.365053
28.160701,40,1669.512206
29.294148,40,1682.442614
28.803064,40,1695.636111
28.470014,40,1708.934849
29.449704,40,1721.870235
27.427481,40,1741.115378
29.047679,40,1754.08568
28.551795,40,1767.300687
29.870421,40,1780.239328
5.936399,9,1783.427027
28.358215,40,1796.480637
2.530086,4,1797.598935
28.78003,40,1810.700354
11.020884,15,1815.792831
28.87177,40,1835.402114
27.09251,40,1848.331818
27.538592,40,1861.401709
29.338589,40,1874.450016
5.86984,9,1877.57091
29.182348,40,1890.654083
27.071926,40,1903.983665
