#{"t_start": 1765355606.0489397, "env_id": "intersection-v0"}
r,l,t
-1.318719,6,3.570413
-0.709962,8,4.323778
-5.0,10,5.194472
-1.0,6,5.697555
2.221414,13,6.802261
-3.382507,11,7.645226
2.898688,13,8.881876
-2.0,4,9.298311
0.0,7,9.844315
8.62673,10,10.919381
-1.666651,5,11.30874
4.084663,13,12.378158
-0.52669,11,13.363557
4.549805,13,14.438363
-2.365057,6,15.079282
0.0,6,15.710705
-2.687862,7,16.353564
-2.0,6,16.959801
7.681208,11,17.934361
8.285894,11,19.006837
1.473325,13,20.201681
-2.437045,7,20.931422
7.617435,9,21.87021
4.084267,13,23.221927
-1.0,5,23.705547
-1.0,5,24.387921
2.549853,13,25.636909
3.474724,13,27.342525
3.181686,13,28.988128
9.0,9,29.734291
3.620415,13,31.02894
0.0,13,32.257505
-1.372771,6,32.875718
1.536648,13,34.177725
9.0,9,34.979386
-2.461351,9,35.698223
7.470631,13,37.105036
-1.815465,7,37.759004
0.0,6,38.427075
2.162771,13,39.990021
-3.0,10,41.185247
7.243065,11,42.237783
6.538975,10,43.185085
-1.680047,5,43.634449
2.549795,13,44.977812
-3.0,8,45.685498
-3.356173,8,46.58669
4.857507,13,47.830461
0.563369,13,49.051695
5.257827,13,50.290343
0.0,13,51.595873
8.616025,10,52.564826
8.562943,11,55.152933
0.0,5,55.560429
0.0,13,56.943802
5.483829,13,58.22689
-3.089208,13,59.708034
-2.0,9,60.510644
1.549861,13,61.860896
6.086506,13,62.951234
9.0,9,63.720313
-2.016341,9,64.929376
5.605922,13,66.854807
-2.440511,11,68.559105
0.695809,13,70.915306
3.549414,13,72.505202
6.626744,10,73.614852
2.0,13,74.918095
-4.761259,11,75.918006
3.18142,13,77.040151
3.299618,13,78.365603
8.681208,10,79.321956
-2.365057,5,79.776715
-2.539811,9,80.653146
-2.373197,6,81.197257
5.68121,13,82.64993
2.525499,13,84.509852
-3.700395,9,85.632673
-0.299923,5,86.119957
1.0,13,87.415019
0.0,13,88.781376
5.793925,13,90.66745
1.0,13,92.614872
-3.316297,9,94.066633
0.604321,13,95.846809
1.0,13,97.184244
0.0,13,98.921691
-2.373197,7,99.81387
-3.448295,13,101.561772
-1.0,5,102.147623
-3.0,8,103.005463
7.299766,11,104.313152
-3.0,4,104.795526
4.55018,13,105.885294
-3.701632,5,106.389616
4.457469,13,107.656239
0.0,6,108.345818
-4.312964,7,109.06088
6.457546,13,110.465332
1.0,13,111.943212
0.0,6,112.843567
-3.447946,10,115.878083
-2.370348,5,116.358505
-0.31878,7,117.02994
-2.51166,8,117.758743
-3.0,6,118.242515
-1.0,5,118.67457
-1.0,5,119.177277
1.47318,13,120.518168
-0.366834,7,121.212403
5.156786,13,122.641572
2.217474,13,123.958084
7.550194,10,124.899739
0.0,6,125.518429
5.633121,13,126.953401
7.488255,11,128.055172
-1.746906,6,128.57427
1.0,13,130.013352
-1.0,5,130.477442
4.215949,13,131.5898
-5.0,1,131.653942
9.0,9,132.523412
6.550179,11,133.547385
5.893637,10,134.529709
-1.52669,10,135.682006
10.0,10,136.682719
8.616025,10,137.540994
-2.537503,11,138.730227
-0.373185,7,139.445958
-3.0,6,140.168405
-3.0,13,141.835524
8.47331,12,143.422004
6.562945,9,144.765731
-1.815465,7,145.465013
-2.0,8,146.299626
8.0,11,147.35637
6.084597,13,148.497249
-1.0,5,148.982383
5.538634,11,149.941009
1.683703,13,151.275471
-1.379585,6,151.99837
4.087319,13,153.47248
9.0,10,154.541629
-2.0,4,155.196363
1.0,7,156.301353
6.855883,13,158.47843
1.0,13,160.73531
-3.0,6,161.844895
8.0,9,163.318838
-1.0,5,163.783301
-2.754779,7,165.075958
0.0,13,167.669559
0.0,13,170.397455
-5.0,10,172.66299
-2.370348,9,174.512527
9.0,9,175.990266
-1.0,6,177.391656
-2.436558,7,178.640765
-3.0,11,184.474754
6.298868,11,186.888947
6.537046,11,188.943092
-3.448276,10,190.988073
9.681208,11,192.769788
-1.446814,7,194.248579
0.0,13,196.635617
6.023605,13,199.073082
-2.0,4,199.976012
5.457096,13,202.703444
7.633114,10,204.640298
6.163466,11,207.010003
-1.991517,6,208.101565
3.0,13,210.452536
-2.0,4,210.988819
2.0,13,213.394426
2.299486,13,216.225118
2.0,13,218.59202
0.0,13,221.241615
0.0,6,222.386738
0.613901,13,224.568996
-1.0,5,225.74526
-3.382507,6,226.882894
-1.372771,6,227.658061
-2.318366,5,228.485842
-3.384158,11,230.511492
-1.84084,4,231.178391
0.318553,7,232.237769
3.483773,13,234.620769
-3.412237,11,236.440809
-3.101277,7,237.393481
0.0,6,238.220733
-2.344637,7,239.315308
9.0,9,240.407542
4.234716,13,242.457825
7.2423,11,243.978739
-3.440884,11,245.54793
0.0,6,246.432398
-3.712106,7,247.468459
-2.370348,6,248.333492
6.252052,9,249.88704
6.187577,11,251.817956
4.537058,13,254.001338
-1.224867,6,255.107111
3.613593,13,257.513845
1.189923,13,259.917956
1.221647,13,262.538678
-2.0,9,263.863295
0.0,6,264.551388
1.0,13,266.820846
-2.0,6,267.840862
-2.0,6,268.89034
7.538649,11,270.696484
-2.393752,9,272.004536
-0.373185,6,273.205754
3.0,13,278.782296
-3.032567,10,280.13979
-3.356173,8,281.183114
-1.747991,6,281.95624
6.536669,13,283.712074
5.219798,11,285.101334
4.0,13,286.753868
-0.774259,9,287.957013
-1.0,7,288.964485
-1.366575,6,289.856395
-3.372844,5,290.653016
-1.372771,8,291.706546
-2.318366,6,292.784889
1.0,13,295.32492
-2.373197,7,296.194777
-2.990662,5,297.078436
-2.871248,9,298.319126
-1.0,5,299.024958
6.52358,12,300.924225
-1.372771,6,301.923073
2.0,13,303.713649
6.536725,12,305.334769
0.0,6,306.340504
-1.0,5,306.914346
-3.316297,8,308.123563
0.0,7,309.169946
1.0,7,310.329395
-2.318366,9,311.795857
-0.382068,7,312.696873
4.772926,13,314.417031
10.0,10,315.688582
-2.444964,6,316.518624
4.853115,13,318.4138
4.089501,13,320.206312
0.0,6,320.959601
3.089007,13,322.935127
0.0,6,323.744662
-1.537576,9,325.233828
0.0,13,326.777193
-1.372771,6,327.498667
8.170213,12,329.325652
0.0,6,330.029884
-3.447459,12,331.886695
2.473669,13,334.206665
-1.379585,6,335.160609
-1.318719,7,336.549285
-1.57953,4,337.261719
6.187504,11,339.038819
2.166889,13,341.422049
3.472937,13,343.787269
3.474726,13,345.561214
1.604273,13,347.675475
7.617435,9,349.001046
3.633425,13,351.15952
0.0,13,353.048456
-1.991517,6,356.668846
7.245512,11,358.26944
2.538906,13,360.149441
-2.0,9,361.41278
-1.57953,4,362.180054
8.306349,11,363.857491
8.314321,11,365.580914
8.618513,10,367.153371
-3.527128,11,368.886068
-1.379585,6,369.678165
7.62673,10,370.872004
3.0,13,373.14498
-1.366575,6,374.148029
0.613584,13,376.208432
9.0,9,377.634803
-1.366575,7,378.642511
-0.31878,7,379.786217
7.681208,9,381.464477
-1.57953,4,381.932448
5.0,13,384.346389
0.695809,13,386.177337
0.0,6,387.251563
7.633114,10,389.055279
5.867601,12,390.747678
7.0,8,392.1371
2.0,13,394.110478
-3.0,12,396.575892
4.459716,13,398.247572
-2.318366,7,399.145659
-1.0,5,399.92586
9.618511,11,401.564024
-3.0,8,402.792966
-1.0,5,403.635853
-2.370348,5,404.506988
-0.681243,6,405.451441
7.28626,10,407.07253
-3.0,13,409.390628
-5.0,12,411.803706
3.0,13,414.166832
7.616072,9,415.646927
1.683703,13,417.625619
8.287469,11,419.394715
8.552805,11,421.104172
8.62673,10,422.865771
-1.684108,7,424.319635
-1.372771,9,426.174907
4.527395,13,428.259346
-3.46334,11,429.759493
3.0,13,432.150938
6.163455,13,433.924221
3.681281,13,435.8715
-3.447459,5,436.452682
-1.0,5,437.279126
2.0,13,442.018808
-2.436558,6,442.995414
-5.0,1,443.186261
6.154581,13,445.184667
-1.436972,7,446.187057
6.52358,13,447.878563
3.472795,13,450.251206
6.222178,11,451.932666
0.420014,6,452.9223
-2.444964,7,454.767484
-2.370348,6,456.208017
-3.372844,5,457.368011
8.306349,11,460.003352
5.092848,13,462.336725
-1.373258,7,463.966775
-3.301949,10,466.174612
0.0,6,467.413493
6.488255,10,469.769952
6.240709,10,472.074963
