#{"t_start": 1765355605.712563, "env_id": "intersection-v0"}
r,l,t
-1.0,6,3.933663
7.0,12,5.015948
6.457483,13,6.170327
-1.366575,6,6.586713
2.629652,13,7.654371
-3.0,12,8.749843
-3.356173,8,9.51669
3.475494,13,10.706191
-2.447873,7,11.404764
6.459081,13,12.435822
-0.693152,8,13.116369
1.209317,13,14.321708
3.110184,13,15.540243
4.0,13,16.825236
-1.958347,5,17.297236
0.0,6,17.767144
4.68122,13,19.06858
6.2202,11,20.083956
-2.513924,9,21.063277
7.633114,10,21.970574
0.0,6,22.569638
-1.382578,7,23.300318
4.0,13,24.845511
-2.449821,9,25.700902
-2.444964,6,26.471645
1.559152,13,28.066666
-2.960228,7,28.994809
-3.436985,7,29.655735
1.472862,13,30.874348
7.024745,11,31.817577
2.185905,13,33.207781
3.315892,13,34.525048
-3.438636,7,35.091768
5.536332,13,36.305573
-3.0,7,37.084219
-2.759177,6,37.587757
1.299605,13,39.011017
-4.0,10,40.164267
5.087662,13,41.861044
-3.393798,9,42.538753
-1.0,5,43.123313
1.559171,13,44.315768
0.0,13,45.642451
9.0,9,46.521095
4.0,13,47.81241
-1.985554,13,49.00331
-1.697431,6,49.526181
2.538511,13,50.812095
5.538722,13,52.125641
-0.373185,7,52.816376
7.473313,12,55.468834
2.525092,13,56.823125
2.563442,13,58.02347
4.314589,13,59.466875
-1.57953,4,59.881169
7.626732,13,61.162359
0.0,13,62.436997
7.550194,10,63.30495
7.179589,11,64.322596
-4.0,11,65.710348
0.0,6,66.557989
-2.382567,7,67.757843
5.912569,11,69.619743
-0.882474,10,71.487767
-1.0,5,72.138093
7.552042,11,73.297385
-4.395331,11,74.387977
5.870355,13,75.687989
0.0,13,76.904896
-0.746312,13,78.177517
-1.764072,9,79.028969
0.0,13,80.224475
-3.440839,11,81.242705
3.805306,13,82.595517
-2.0,5,83.294066
-1.046014,12,85.043943
8.297078,11,86.247902
-2.644326,6,86.817803
-2.318366,6,87.366084
-1.666651,5,87.936423
7.103072,12,89.229264
2.0,13,91.248659
-1.700382,7,92.245833
4.0,13,94.178795
-2.526687,10,95.83554
6.551724,13,97.220654
4.662311,13,98.60508
-2.365057,6,99.533883
-4.0,7,100.535133
6.314366,10,101.796623
-1.0,6,102.493518
-2.756723,7,103.198673
0.0,7,104.028938
0.0,6,104.782573
0.0,5,105.31684
7.179589,11,106.20527
5.101372,13,107.452448
7.626732,9,108.471407
5.297039,13,109.804467
-2.0,5,110.378583
7.616072,9,111.263252
1.552054,13,112.99156
7.153763,13,116.424863
8.0,9,117.26835
-3.448228,9,118.062436
0.0,13,119.183618
8.299727,11,120.325806
-1.299552,4,120.715688
-1.807452,9,121.670182
-4.050281,10,122.75444
0.552115,13,124.094563
0.550135,13,125.331336
1.0,13,126.777344
2.555036,13,128.092945
1.561034,13,129.308186
-1.372771,6,129.956534
7.229899,11,131.129115
-2.0,6,131.575068
6.0,13,132.766639
9.0,9,133.606411
-1.447446,7,134.20531
-3.395341,8,135.16452
-3.448228,8,135.981421
-1.0,10,137.013298
0.0,13,138.264328
-2.0,11,139.399045
4.02715,13,140.770999
-2.0,10,142.153027
0.0,13,143.989398
-2.0,6,144.792227
-3.0,7,145.573673
7.100169,12,146.787941
9.681208,11,147.848029
5.887827,11,148.917975
0.0,13,150.012788
-2.365057,8,150.768851
0.629225,13,152.254503
6.169642,12,153.581368
4.233276,13,154.994942
2.0,13,157.136567
-3.0,9,158.609828
-3.524424,10,160.322617
9.0,9,161.940513
-1.0,5,162.730505
5.297478,12,164.501801
-1.731221,7,165.744807
2.0,13,168.636789
1.473247,13,171.258384
2.161541,13,173.923422
6.468723,12,176.11985
6.150179,13,178.850308
4.166425,13,185.070242
-1.57953,4,185.821615
4.457808,13,188.485798
3.865502,13,191.029474
0.0,6,192.053784
-2.0,5,192.95818
2.825172,13,195.408583
-4.0,13,198.006017
7.457471,13,200.590262
-2.458619,7,201.686465
-4.0,9,203.826292
-2.318366,5,204.69503
-3.316297,5,206.092241
-1.0,7,207.327193
-2.382567,6,208.438994
6.875704,12,210.535779
5.973243,11,212.47413
0.0,13,215.229854
-2.444964,6,216.351002
-4.0,13,218.708046
0.0,13,221.37539
9.0,9,222.999059
4.0,13,225.345327
7.61852,9,227.226203
4.457561,13,229.274646
-2.22268,5,230.179479
8.0,13,232.271913
6.550267,9,233.831215
-2.0,7,235.175926
-3.0,10,236.756846
6.231343,12,238.480935
0.0,6,239.261903
7.0,13,241.169705
-1.84084,4,241.902233
-1.373258,7,242.747434
6.179853,10,244.076826
0.0,6,245.099407
8.0,9,246.187859
-1.0,5,247.066361
-1.366575,6,247.92898
0.695809,13,250.085389
-4.0,9,251.682491
4.52708,13,253.865218
5.0,13,256.244428
8.180396,12,258.578592
9.0,9,260.022012
4.0,13,262.551677
-1.318719,6,263.518794
8.62673,10,264.88048
-4.393864,11,266.808046
6.0,13,269.06361
-1.0,5,269.802126
-2.365057,4,270.470746
-2.437045,8,271.664187
9.0,9,273.333262
8.618513,10,278.609404
4.092183,13,280.249248
9.616017,11,281.862566
6.178911,10,283.182192
7.306361,11,284.528739
0.0,5,285.13965
-2.384168,8,285.980863
6.618567,11,287.702024
7.538649,11,289.180767
6.93972,11,290.796331
4.860157,13,292.818219
6.156799,11,294.830427
-1.318719,6,295.918673
-1.700382,8,297.032745
-1.318719,6,298.016011
7.459846,13,299.782574
1.179067,13,301.961631
-2.447873,7,302.998765
8.353106,11,304.549818
2.219822,13,306.403164
4.250771,13,308.185239
9.62673,11,309.932099
2.470953,13,311.922071
6.0,13,313.85657
2.527339,13,315.343212
0.551386,13,317.270143
-1.0,5,317.985121
