#{"t_start": 1765348516.7199621, "env_id": "merge-v0"}
r,l,t
6.041618,7,2.667276
4.040258,5,2.776865
6.301057,8,2.985063
5.961613,7,3.141974
6.606575,8,3.335982
4.146217,5,3.454193
7.734235,9,3.676809
4.227778,5,3.787128
5.692718,7,3.964649
6.844096,8,4.153245
3.2,4,4.249571
9.904717,12,4.524712
8.497176,10,4.737601
12.095931,14,5.107205
3.086278,4,5.192722
5.177876,6,5.318857
7.201841,8,5.517364
6.933194,8,5.695158
6.906057,8,5.884134
10.984607,13,6.187321
13.467344,15,6.504085
4.784519,6,6.632134
4.889426,6,6.755581
3.978987,5,6.87363
4.188137,5,6.997932
4.939368,6,7.123387
10.034055,14,7.451996
5.068036,6,7.573774
5.098392,6,7.715335
7.369793,9,7.937447
5.163721,6,8.058469
4.799645,6,8.18691
8.417684,11,8.444198
4.066765,5,8.549572
11.819948,14,8.882449
4.152749,5,8.98754
4.984712,6,9.111646
5.219659,6,9.24621
6.887641,8,9.429991
4.972848,6,9.557482
4.151369,5,9.671692
4.061111,5,9.779854
7.128279,8,9.962015
8.033501,10,10.183583
6.053676,7,10.337209
6.944475,8,10.528711
10.287078,12,10.788762
5.166991,6,10.925269
12.472557,14,11.230576
5.003427,6,11.360796
9.356157,12,11.638926
9.745805,12,11.906217
7.072724,8,12.076572
7.391818,9,12.26582
13.227785,15,12.616704
6.745464,8,12.800493
9.384484,11,13.050967
6.192565,7,13.202386
5.231849,6,13.334906
7.95026,9,13.539719
5.05261,6,13.68574
6.732985,8,13.88467
7.211613,8,14.066154
7.135955,8,33.035732
13.495123,15,33.391641
11.845237,14,33.707036
9.160059,11,33.990036
4.027794,5,34.097965
13.467346,15,34.431959
8.377989,11,34.687556
10.956547,13,34.996389
4.975167,6,35.141535
11.830042,16,35.507057
4.758671,6,35.646946
14.611503,16,36.09522
10.121217,12,36.366091
3.283333,4,36.455903
12.967287,14,36.760026
7.568114,9,36.991498
11.302541,16,37.347683
9.441505,11,37.599488
8.616918,10,37.833116
5.23939,6,37.97106
6.058378,7,38.121879
3.292185,4,38.222558
3.151481,4,38.323065
4.945287,6,38.443424
6.777926,8,38.621045
4.080605,5,38.743092
10.562349,12,39.018483
4.303676,5,39.134833
4.966855,6,39.271162
4.247499,5,39.386763
6.50346,8,39.553138
8.356596,10,39.767329
11.403309,14,40.09272
5.973201,7,40.245651
6.790371,8,40.421685
5.040258,6,40.57297
6.883622,8,40.734796
8.84847,10,40.991267
3.104346,4,41.070556
12.083036,16,41.416579
9.425796,11,41.673189
12.567063,14,41.998497
4.941499,6,42.133042
5.927576,7,42.285384
3.326568,4,42.374076
6.792097,8,42.546312
11.590433,15,42.885684
12.495123,14,43.213879
8.802196,10,43.444701
4.288987,5,43.551885
7.211613,8,43.764128
9.422231,11,44.020579
7.01248,8,44.205381
11.94143,16,44.567354
4.967009,6,44.695739
9.440612,11,64.222619
13.502943,16,64.592202
4.040245,5,64.713137
6.295957,8,64.911098
4.077502,5,65.040013
5.214521,6,65.171739
3.972879,5,65.287198
4.210213,5,65.40072
7.000031,8,65.588283
12.826557,14,65.898434
8.705777,10,66.130827
4.095814,5,66.242504
8.173458,9,66.455312
5.058399,6,66.585726
6.058813,7,66.746457
8.622318,10,66.988451
8.363697,10,67.231849
5.819316,7,67.385898
7.566929,9,67.594763
6.025277,7,67.738768
3.305556,4,67.832468
3.864538,5,67.963444
3.13701,4,68.093947
4.219276,5,68.228116
7.211613,8,68.412385
9.493785,12,68.697344
13.289284,15,69.031708
5.835231,7,69.246379
5.211497,6,69.378335
10.710236,13,69.703394
7.487438,9,69.910015
12.029632,14,70.255694
8.762464,10,70.479705
4.219108,5,70.589978
5.206925,6,70.721921
4.928582,6,70.87842
11.412152,13,71.202003
11.408159,13,71.542799
5.29879,6,71.695825
9.831732,12,72.053714
11.613988,13,72.326336
11.658167,13,72.636854
12.819178,16,73.058625
11.103015,15,73.426423
4.942113,6,73.57984
10.042031,12,73.851011
11.780121,15,74.212884
3.93048,5,74.32286
8.535382,12,74.605192
7.307343,9,74.80935
12.299718,15,75.13558
11.33042,14,75.443498
10.467145,12,75.732528
10.194852,12,76.030421
14.197388,17,96.157854
12.578061,17,96.56683
5.59756,7,96.744042
8.32111,10,96.962849
9.354783,12,97.25747
13.162148,16,97.664215
4.080387,5,97.802036
11.142483,13,98.21506
4.881188,6,98.343388
7.503444,9,98.53846
6.157252,7,98.700081
13.197378,16,99.057631
3.388889,4,99.146907
3.997499,5,99.270075
7.868441,10,99.503105
