#{"t_start": 1765366022.864796, "env_id": "intersection-v0"}
r,l,t
-1.747991,6,4.485285
0.0,8,5.203216
2.0,13,6.215516
-2.370348,6,6.605027
2.53632,13,7.724023
-1.0,5,8.099317
2.0,13,9.042955
-2.538364,12,10.006943
-3.0,9,10.827119
0.559105,13,11.940169
7.459742,12,12.865536
-1.379585,8,13.42439
1.683703,13,14.336503
8.550182,11,15.139834
1.0,13,16.270202
-2.003185,6,16.790386
0.0,13,17.862523
-1.0,5,18.267962
-1.0,6,18.64197
-1.757211,8,19.402446
1.0,13,20.387828
-5.0,1,20.467965
1.0,11,21.336588
8.0,9,21.988316
2.0,13,23.01527
-2.436558,9,23.597868
3.0,13,24.647092
-2.458619,7,25.15855
3.0,13,26.126201
2.217856,13,27.068056
0.0,13,27.99896
7.61852,9,28.600436
-3.754019,9,29.310161
-3.463338,10,30.013281
-1.0,7,30.588551
5.113386,13,31.620587
-2.676484,6,32.076571
-3.0,11,33.008261
9.0,9,33.714818
0.551388,13,34.697579
-1.372771,6,35.181401
3.560968,13,36.18434
-3.52489,10,36.890158
-4.0,11,37.791755
-1.379585,6,38.180419
1.0,13,39.127143
0.0,6,39.670054
5.849425,13,40.80106
3.0,13,41.801296
-1.0,5,42.216964
-2.450204,13,43.421951
-2.838799,11,62.953175
2.0,13,63.899953
-3.0,7,64.487849
-2.365057,5,64.952
-1.0,5,65.321876
-0.381164,7,65.907704
-1.527136,12,67.156977
1.220243,13,68.443395
-1.379585,6,69.055966
4.470933,13,70.201964
-3.525276,11,71.122388
7.475492,13,72.27904
-3.356173,10,73.097808
7.297505,10,73.859764
-1.0,5,74.195029
5.168111,13,75.248106
-2.687862,9,75.860477
-3.273602,5,76.231178
5.038871,13,77.129798
9.0,9,77.935276
2.555036,13,78.955724
0.0,13,80.095974
7.550194,10,80.789599
8.62673,10,81.520434
0.0,6,82.044077
6.536347,12,83.0314
-2.318366,5,83.484677
1.551388,13,84.542862
0.0,6,85.020306
-1.446814,8,85.723212
0.0,13,86.793679
-1.372771,6,87.256185
2.550179,13,88.207679
0.0,5,88.596925
0.0,6,89.082218
-2.0,6,89.549675
4.899523,13,90.540433
-2.526865,11,91.462153
-1.0,5,91.857302
-2.750291,9,92.501964
-1.0,6,93.019085
3.0,13,94.102217
-2.0,4,94.419852
3.0,13,95.609444
-2.0,4,95.969155
-2.382567,7,96.677739
0.0,13,97.973959
8.0,10,98.861688
-2.318366,5,99.318142
-3.0,7,99.799937
0.0,13,100.913487
7.523243,13,101.960441
4.0,13,102.942653
0.0,6,103.361648
-1.372771,10,104.188886
-2.0,10,104.972262
5.534076,13,124.058779
8.617423,10,125.056063
-1.372771,6,125.579654
0.0,6,126.03883
0.158681,6,126.659316
1.0,13,127.902616
8.615645,10,128.659116
-2.452438,11,129.638977
4.0,13,130.606918
-2.526819,12,131.429332
6.139554,13,132.432399
-1.0,6,132.904909
7.681208,9,133.574519
4.534008,13,134.482416
0.0,13,135.506425
9.0,9,136.257996
-3.395725,11,137.206418
9.0,9,137.931677
-2.474433,9,138.737922
2.0,13,139.83024
7.107007,13,140.738998
-2.756202,10,141.440678
5.470637,12,142.402016
-2.373197,6,142.907705
-1.0,4,143.240111
-2.370348,5,143.711766
2.459715,13,144.991459
2.101399,13,146.08043
-2.447873,7,146.633756
7.626732,9,147.358841
5.835313,13,148.481902
3.627229,13,149.514126
-3.0,5,149.827165
-4.0,1,149.890183
5.626732,12,150.84013
-2.474906,13,151.956894
-4.0,6,152.406685
-2.0,4,152.650374
-3.0,7,153.228409
2.571254,13,154.297293
7.538666,11,155.158155
-2.537503,8,155.82077
-3.460636,8,156.662814
0.604603,13,157.88278
-1.0,5,158.261423
7.488255,11,159.163279
9.0,9,159.877561
9.0,9,160.599197
-1.0,6,161.140756
-1.379585,6,161.603037
7.54087,11,162.495445
5.177102,13,163.587185
-2.513594,8,164.344345
-1.318719,6,164.836948
5.470569,13,184.01035
-1.84084,4,184.322217
0.0,6,184.832198
-2.347335,7,185.448639
7.244344,10,186.253849
9.0,9,187.208606
-1.84084,4,187.572322
0.0,5,187.97409
8.0,13,189.139543
5.151506,13,190.111464
-2.0,6,190.60671
-1.84084,4,190.95851
0.0,6,191.381289
-2.318366,6,191.795044
-3.434136,12,192.588585
-2.0,4,192.923306
3.231486,13,193.942381
6.562942,10,194.67772
7.615917,9,195.430047
7.165656,12,196.374508
8.09998,13,197.581119
-2.676484,6,198.053839
4.852047,13,199.153937
8.472951,12,200.090213
-1.740161,6,200.52551
-1.0,5,200.975842
4.733471,13,202.024217
-2.370348,5,202.574394
4.161506,13,203.832709
-1.0,5,204.171761
6.552057,12,205.143295
2.968905,13,206.174148
7.550194,10,207.015795
7.61852,10,207.852891
0.0,6,208.395723
-0.381164,7,209.068497
9.0,9,209.858536
-2.370348,10,210.667865
-1.0,6,211.172441
-1.0,5,211.629379
-3.372844,5,211.99288
-2.318366,6,212.459237
6.314366,10,213.137302
8.549876,11,213.914831
